cod_reg;nom_reg;cod_pro;nom_pro;cod_com;nom_com;cod_deprov;nom_deprov;prom_lect2m_com;prom_mate2m_com;dif_lect2m_com;dif_mate2m_com;sigdif_lect2m_com;sigdif_mate2m_com;fecha_bbdd;codigo_bbdd;grado;agno
13;Región metropolitana;131;Santiago;13123;Providencia;133;Oriente;278;295;0;-1;0;0;20250422;preliminar20240422v1;2m;2024
13;Región metropolitana;131;Santiago;13124;Pudahuel;134;Poniente;248;264;1;7;0;0;20250422;preliminar20240422v1;2m;2024
13;Región metropolitana;131;Santiago;13113;La Reina;133;Oriente;270;300;-3;1;0;0;20250422;preliminar20240422v1;2m;2024
13;Región metropolitana;131;Santiago;13114;Las Condes;133;Oriente;281;322;-3;1;0;0;20250422;preliminar20240422v1;2m;2024
13;Región metropolitana;131;Santiago;13115;Lo Barnechea;133;Oriente;284;331;4;3;0;0;20250422;preliminar20240422v1;2m;2024
13;Región metropolitana;131;Santiago;13116;Lo Espejo;132;Sur;245;244;3;4;0;0;20250422;preliminar20240422v1;2m;2024
13;Región metropolitana;131;Santiago;13117;Lo Prado;134;Poniente;237;244;1;10;0;0;20250422;preliminar20240422v1;2m;2024
13;Región metropolitana;131;Santiago;13118;Macul;133;Oriente;261;275;5;7;0;0;20250422;preliminar20240422v1;2m;2024
13;Región metropolitana;131;Santiago;13107;Huechuraba;137;Norte;267;290;2;3;0;0;20250422;preliminar20240422v1;2m;2024
13;Región metropolitana;131;Santiago;13108;Independencia;137;Norte;258;255;3;2;0;0;20250422;preliminar20240422v1;2m;2024
13;Región metropolitana;131;Santiago;13109;La Cisterna;132;Sur;243;247;1;-2;0;0;20250422;preliminar20240422v1;2m;2024
13;Región metropolitana;131;Santiago;13110;La Florida;136;Cordillera;258;269;10;5;1;0;20250422;preliminar20240422v1;2m;2024
13;Región metropolitana;131;Santiago;13111;La granja;132;Sur;242;258;0;2;0;0;20250422;preliminar20240422v1;2m;2024
13;Región metropolitana;131;Santiago;13112;La Pintana;136;Cordillera;242;245;5;-1;0;0;20250422;preliminar20240422v1;2m;2024
14;Región de los ríos;141;Valdivia;14101;Valdivia;141;Valdivia;252;257;2;1;0;0;20250422;preliminar20240422v1;2m;2024
14;Región de los ríos;141;Valdivia;14102;Corral;141;Valdivia;223;218;-17;-13;-1;0;20250422;preliminar20240422v1;2m;2024
14;Región de los ríos;141;Valdivia;14103;Lanco;141;Valdivia;240;238;-6;-1;0;0;20250422;preliminar20240422v1;2m;2024
14;Región de los ríos;141;Valdivia;14104;Los Lagos;141;Valdivia;222;222;-6;4;0;0;20250422;preliminar20240422v1;2m;2024
14;Región de los ríos;141;Valdivia;14105;Máfil;141;Valdivia;230;226;-7;2;0;0;20250422;preliminar20240422v1;2m;2024
14;Región de los ríos;141;Valdivia;14106;Mariquina;141;Valdivia;236;231;2;2;0;0;20250422;preliminar20240422v1;2m;2024
14;Región de los ríos;141;Valdivia;14107;Paillaco;141;Valdivia;241;232;6;2;0;0;20250422;preliminar20240422v1;2m;2024
14;Región de los ríos;141;Valdivia;14108;Panguipulli;141;Valdivia;245;255;-5;1;0;0;20250422;preliminar20240422v1;2m;2024
14;Región de los ríos;142;Del Ranco;14201;La Unión;142;Ranco;255;272;-2;-1;0;0;20250422;preliminar20240422v1;2m;2024
14;Región de los ríos;142;Del Ranco;14202;Futrono;142;Ranco;227;221;-13;-12;-1;-1;20250422;preliminar20240422v1;2m;2024
14;Región de los ríos;142;Del Ranco;14203;Lago Ranco;142;Ranco;241;246;-10;-7;-1;0;20250422;preliminar20240422v1;2m;2024
14;Región de los ríos;142;Del Ranco;14204;Río Bueno;142;Ranco;244;239;-4;-7;0;0;20250422;preliminar20240422v1;2m;2024
15;Región de arica y par;151;Arica;15101;Arica;151;Arica;251;272;2;11;0;1;20250422;preliminar20240422v1;2m;2024
15;Región de arica y par;151;Arica;15102;Camarones;151;Arica;222;226;0;0;0;0;20250422;preliminar20240422v1;2m;2024
15;Región de arica y par;152;Parinacota;15201;Putre;152;Parinacota;243;224;29;4;1;0;20250422;preliminar20240422v1;2m;2024
15;Región de arica y par;152;Parinacota;15202;General Lagos;152;Parinacota;;;;;;;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;161;Diguillín;16101;Chillán;161;Diguillín;253;267;2;6;0;0;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;161;Diguillín;16102;Bulnes;161;Diguillín;232;236;-3;-4;0;0;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;161;Diguillín;16103;Chillán Viejo;161;Diguillín;247;247;1;-4;0;0;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;161;Diguillín;16104;El Carmen;161;Diguillín;241;255;0;16;0;1;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;161;Diguillín;16105;Pemuco;161;Diguillín;223;218;3;-4;0;0;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;161;Diguillín;16106;Pinto;161;Diguillín;243;238;18;7;1;0;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;163;Punilla;16303;Ñiquén;161;Diguillín;231;237;1;18;0;0;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;163;Punilla;16304;San Fabián;161;Diguillín;237;228;-14;-15;-1;0;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;163;Punilla;16305;San Nicolás;161;Diguillín;296;344;4;-12;0;-1;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;162;Itata;16204;Ninhue;161;Diguillín;240;239;-3;-5;0;0;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;162;Itata;16205;Portezuelo;161;Diguillín;209;222;-20;0;-1;0;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;162;Itata;16206;Ránquil;161;Diguillín;229;241;-14;-12;-1;0;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;162;Itata;16207;Treguaco;161;Diguillín;242;236;0;-33;0;-1;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;163;Punilla;16301;San Carlos;161;Diguillín;246;267;-3;3;0;0;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;163;Punilla;16302;Coihueco;161;Diguillín;244;252;1;1;0;0;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;161;Diguillín;16107;Quillón;161;Diguillín;239;261;6;18;0;1;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;161;Diguillín;16108;San Ignacio;161;Diguillín;221;229;-11;-7;-1;0;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;161;Diguillín;16109;Yungay;161;Diguillín;241;258;-9;13;-1;1;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;162;Itata;16201;Quirihue;161;Diguillín;264;273;-2;-4;0;0;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;162;Itata;16202;Cobquecura;161;Diguillín;232;230;6;-3;0;0;20250422;preliminar20240422v1;2m;2024
16;Región de Ñuble;162;Itata;16203;Coelemu;161;Diguillín;242;241;0;-10;0;0;20250422;preliminar20240422v1;2m;2024
